URL: /
Timestamp: Sat Apr 27 2024 14:19:44 GMT-0500 (Central Daylight Time)

URL: /favicon.ico
Timestamp: Sat Apr 27 2024 14:19:44 GMT-0500 (Central Daylight Time)

URL: /documentation
Timestamp: Sat Apr 27 2024 14:20:16 GMT-0500 (Central Daylight Time)

URL: /favicon.ico
Timestamp: Sat Apr 27 2024 14:20:16 GMT-0500 (Central Daylight Time)

URL: /documentation
Timestamp: Sat Apr 27 2024 14:22:04 GMT-0500 (Central Daylight Time)

URL: /favicon.ico
Timestamp: Sat Apr 27 2024 14:22:04 GMT-0500 (Central Daylight Time)

URL: /documentation
Timestamp: Sat Apr 27 2024 14:22:08 GMT-0500 (Central Daylight Time)

URL: /favicon.ico
Timestamp: Sat Apr 27 2024 14:22:08 GMT-0500 (Central Daylight Time)

URL: /
Timestamp: Sat Apr 27 2024 14:22:11 GMT-0500 (Central Daylight Time)

URL: /favicon.ico
Timestamp: Sat Apr 27 2024 14:22:11 GMT-0500 (Central Daylight Time)

URL: /
Timestamp: Sat Apr 27 2024 14:22:30 GMT-0500 (Central Daylight Time)

URL: /favicon.ico
Timestamp: Sat Apr 27 2024 14:22:30 GMT-0500 (Central Daylight Time)

URL: /documentation
Timestamp: Sat Apr 27 2024 14:22:35 GMT-0500 (Central Daylight Time)

URL: /favicon.ico
Timestamp: Sat Apr 27 2024 14:22:35 GMT-0500 (Central Daylight Time)

::1 - - [10/May/2024:23:01:04 +0000] "GET / HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [10/May/2024:23:01:04 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "http://localhost:8080/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [10/May/2024:23:01:50 +0000] "GET /documentation HTTP/1.1" 404 152 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [10/May/2024:23:01:51 +0000] "GET /documentation.htm HTTP/1.1" 404 156 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [10/May/2024:23:01:54 +0000] "GET /documentation.html HTTP/1.1" 301 203 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [10/May/2024:23:01:54 +0000] "GET /documentation.html/ HTTP/1.1" 404 158 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [10/May/2024:23:02:00 +0000] "GET /documentation HTTP/1.1" 404 152 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [10/May/2024:23:02:08 +0000] "GET / HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [10/May/2024:23:02:10 +0000] "GET /movies HTTP/1.1" 200 189 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [10/May/2024:23:06:08 +0000] "GET / HTTP/1.1" 304 - "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [10/May/2024:23:06:14 +0000] "GET /documentation HTTP/1.1" 500 16 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [10/May/2024:23:07:37 +0000] "GET /documentation HTTP/1.1" 500 16 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [10/May/2024:23:07:39 +0000] "GET /documentation HTTP/1.1" 500 16 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [10/May/2024:23:07:40 +0000] "GET /documentation HTTP/1.1" 500 16 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [10/May/2024:23:07:56 +0000] "GET /documentation HTTP/1.1" 200 496 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [10/May/2024:23:13:50 +0000] "GET /documentation HTTP/1.1" 301 193 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
::1 - - [10/May/2024:23:13:50 +0000] "GET /documentation/ HTTP/1.1" 404 153 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36"
